"DMA","CITY","ST","NETWORK","CALLSIGN","FACIL
ID NO","VIRTUAL CHAN","
DIGITAL CHAN","ANALOG TERMINATION DATE","HRDSHP WVR","NL","SIGNAL & CONSTRUCTION ISSUES","LICENSEE"
"GREENVILLE-N.BERN-WASHNGTN","JACKSONVILLE","NC","PBS","WUNM-TV",69444,19,19,6/12/09,,,,"UNIVERSITY OF NORTH CAROLINA"
"GREENVILLE-N.BERN-WASHNGTN","MOREHEAD CITY","NC","FOX","WFXI",37982,8,8,6/12/09,,,,"ESTEEM BROADCASTING OF NORTH CAROLINA LLC"
"GREENVILLE-N.BERN-WASHNGTN","NEW BERN","NC","ABC","WCTI-TV",18334,12,12,6/12/09,,,,"NORTH CAROLINA LICENSE HOLDINGS, INC."
"GREENVILLE-N.BERN-WASHNGTN","WASHINGTON","NC","NBC","WITN-TV",594,7,32,6/12/09,,"S",,"GRAY TELEVISION LICENSEE, LLC"
"GREENVLL-SPART-ASHEVLL-AND","ANDERSON","SC","MYTV","WMYA-TV",56548,40,14,2/17/09,,,,"ANDERSON (WFBC-TV) LICENSEE, INC."
"GREENVLL-SPART-ASHEVLL-AND","ASHEVILLE","NC","ABC","WLOS",56537,13,13,6/12/09,,,"2% LOSS/PHSD TRAN","WLOS LICENSEE, LLC"
"GREENVLL-SPART-ASHEVLL-AND","ASHEVILLE","NC","PBS","WUNF-TV",69300,33,25,6/12/09,,"S",,"UNIVERSITY OF NORTH CAROLINA"
"GREENVLL-SPART-ASHEVLL-AND","ASHEVILLE","NC","CW","WYCW",70149,62,45,2/17/09,,,,"MEDIA GENERAL COMMUNICATIONS HOLDINGS, LLC"
"GREENVLL-SPART-ASHEVLL-AND","GREENVILLE","SC","IND","WGGS-TV",9064,16,16,6/12/09,,,,"CAROLINA CHRISTIAN BROADCASTING, INC"
"GREENVLL-SPART-ASHEVLL-AND","GREENVILLE","SC","FOX","WHNS",72300,21,21,6/12/09,,,,"MEREDITH CORPORATION"
"GREENVLL-SPART-ASHEVLL-AND","GREENVILLE","SC","PBS","WNTV",61010,29,9,2/17/09,,,"2% LOSS","SOUTH CAROLINA EDUCATIONAL TV COMMISSION"
"GREENVLL-SPART-ASHEVLL-AND","GREENVILLE","SC","NBC","WYFF",53905,4,36,6/12/09,,"S","2% LOSS/PHSD TRAN","WYFF HEARST-ARGYLE TELEVISION, INC."
"GREENVLL-SPART-ASHEVLL-AND","GREENWOOD","SC","PBS","WNEH",60931,38,18,2/17/09,,,,"SOUTH CAROLINA EDUCATIONAL TELEVISION COMMISSION"
"GREENVLL-SPART-ASHEVLL-AND","SPARTANBURG","SC","PBS","WRET-TV",61011,49,43,2/17/09,,,,"SOUTH CAROLINA EDUCATIONAL TELEVISION COMMISSION"
"GREENVLL-SPART-ASHEVLL-AND","SPARTANBURG","SC","CBS","WSPA-TV",66391,7,7,6/12/09,,,"EXT-OPER","MEDIA GENERAL COMMUNICATIONS HOLDINGS, LLC"
"GREENVLL-SPART-ASHEVLL-AND","TOCCOA","GA","CBS","WNEG-TV",63329,32,24,2/17/09,,,,"UGARF MEDIA HOLDINGS, LLC"
"GREENWOOD-GREENVILLE","GREENVILLE","MS","CBS","WXVT",25236,15,15,2/17/09,,,,"SAGA BROADCASTING, LLC"
"GREENWOOD-GREENVILLE","GREENWOOD","MS","ABC","WABG-TV",43203,6,32,2/17/09,,"E","2% LOSS","COMMONWEALTH BROADCASTING GROUP, INC."
"GREENWOOD-GREENVILLE","GREENWOOD","MS","PBS","WMAO-TV",43176,23,25,2/17/09,,,,"MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV"
"GUAM","AGANA","GU","PBS","KGTF",25511,12,12,"Before 2/17/09",,,,"GUAM EDUCATIONAL TELECOMMUNICATIONS CORP."
"GUAM","AGANA","GU","NBC","KUAM-TV",51233,8,8,2/17/09,,,,"PACIFIC TELESTATIONS, INC."
"GUAM","TAMUNING","GU","ABC","KTGM",29232,14,14,2/17/09,,,,"SORENSEN TELEVISION SYSTEMS, INC"
"HARLINGEN-WSLCO-BRNSVL-MCA","BROWNSVILLE","TX","NBC","KVEO",12523,23,24,6/12/09,,,,"COMCORP OF TEXAS LICENSE CORP."
"HARLINGEN-WSLCO-BRNSVL-MCA","HARLINGEN","TX","CBS","KGBT-TV",34457,4,31,6/12/09,,,,"BARRINGTON HARLINGEN LICENSE LLC"
"HARLINGEN-WSLCO-BRNSVL-MCA","HARLINGEN","TX","TBN","KLUJ-TV",12913,44,34,6/12/09,,,,"COMMUNITY EDUCATIONAL TELEVISION, INC."
"HARLINGEN-WSLCO-BRNSVL-MCA","HARLINGEN","TX","PBS","KMBH",56079,60,38,2/17/09,,,,"RGV EDUCATIONAL BROADCASTING, INC."
"HARLINGEN-WSLCO-BRNSVL-MCA","MCALLEN","TX","UNIVISION","KNVO",69692,48,49,6/12/09,,,,"ENTRAVISION HOLDINGS, LLC"
"HARLINGEN-WSLCO-BRNSVL-MCA","RIO GRANDE CITY","TX","TELEMUNDO","KTLM",62354,40,40,6/12/09,,"S","2% LOSS/EXT-OPER","SUNBELT MULTIMEDIA CO."
"HARLINGEN-WSLCO-BRNSVL-MCA","WESLACO","TX","ABC","KRGV-TV",43328,5,13,6/12/09,,"S",,"MOBILE VIDEO TAPES, INC."
"HARRISBURG-LNCSTR-LEB-YORK","HARRISBURG","PA","CBS","WHP-TV",72313,21,21,6/12/09,,,,"NEWPORT TELEVISION LICENSE LLC"
"HARRISBURG-LNCSTR-LEB-YORK","HARRISBURG","PA","ABC","WHTM-TV",72326,27,10,6/12/09,,,,"HARRISBURG TELEVISION, INC."
"HARRISBURG-LNCSTR-LEB-YORK","HARRISBURG","PA","PBS","WITF-TV",73083,33,36,2/17/09,,,"2% LOSS","WITF, INC."
"HARRISBURG-LNCSTR-LEB-YORK","LANCASTER","PA","NBC","WGAL",53930,8,8,6/12/09,,,,"WGAL HEARST-ARGYLE TELEVISION, INC."
"HARRISBURG-LNCSTR-LEB-YORK","LANCASTER","PA","CW","WLYH-TV",23338,15,23,2/17/09,,,,"NEXSTAR BROADCASTING, INC."
"HARRISBURG-LNCSTR-LEB-YORK","RED LION","PA","IND","WGCB-TV",55350,49,30,6/12/09,,,,"RED LION BROADCASTING CO., INC."
"HARRISBURG-LNCSTR-LEB-YORK","YORK","PA","FOX","WPMT",10213,43,47,6/12/09,,,,"TRIBUNE TELEVISION COMPANY"
"HARRISONBURG","HARRISONBURG","VA","ABC","WHSV-TV",4688,3,49,6/12/09,,,"2% LOSS","GRAY TELEVISION LICENSEE, LLC"
"HARRISONBURG","STAUNTON","VA","PBS","WVPT",60111,51,11,6/12/09,,,,"SHENANDOAH VALLEY EDUCATIONAL TELEVISION CORP."
"HARTFORD-NEW HAVEN","HARTFORD","CT","PBS","WEDH",13602,24,45,6/12/09,,,,"CONNECTICUT PUBLIC BROADCASTING, INC."
"HARTFORD-NEW HAVEN","HARTFORD","CT","CBS","WFSB",53115,3,33,6/12/09,,"S","2% LOSS","MEREDITH CORPORATION"
"HARTFORD-NEW HAVEN","HARTFORD","CT","FOX","WTIC-TV",147,61,31,6/12/09,,,"2% LOSS","TRIBUNE TELEVISION COMPANY"
"HARTFORD-NEW HAVEN","HARTFORD","CT","UNIVISION","WUVN",3072,18,46,2/17/09,,,"2% LOSS","ENTRAVISION HOLDINGS, LLC"
"HARTFORD-NEW HAVEN","NEW BRITAIN","CT","NBC","WVIT",74170,30,35,6/12/09,,,,"NBC TELEMUNDO LICENSE CO."
"HARTFORD-NEW HAVEN","NEW HAVEN","CT","MYTV","WCTX",33081,59,39,6/12/09,,,"2% LOSS","WTNH BROADCASTING, INC."
"HARTFORD-NEW HAVEN","NEW HAVEN","CT","PBS","WEDY ",13595,65,6,"Before 2/17/09",,,"ANLG DARK/DIG DARK","CONNECTICUT PUBLIC BROADCASTING, INC."
"HARTFORD-NEW HAVEN","NEW HAVEN","CT","ABC","WTNH",74109,8,10,6/12/09,,,"2% LOSS","WTNH BROADCASTING, INC."
"HARTFORD-NEW HAVEN","NEW LONDON","CT","ION","WHPX",51980,26,26,2/17/09,,,,"ION MEDIA HARTFORD LICENSE, INC."
"HARTFORD-NEW HAVEN","NORWICH","CT","PBS","WEDN",13607,53,9,6/12/09,,,,"CONNECTICUT PUBLIC BROADCASTING, INC."
"HARTFORD-NEW HAVEN","WATERBURY","CT","CW","WTXX",14050,20,20,6/12/09,,,"2% LOSS","WTXX INC."
"HATTIESBURG-LAUREL","HATTIESBURG","MS","CBS","WHLT",48668,22,22,4/16/09,,"C","PHASED TRAN","MEDIA GENERAL COMMUNICATIONS HOLDINGS, LLC"
"HATTIESBURG-LAUREL","LAUREL","MS","NBC","WDAM-TV",21250,7,28,6/12/09,,,"2% LOSS","WDAM LICENSE SUBSIDIARY, LLC"
"HELENA","HELENA","MT","CW","KMTF",68717,10,29,6/12/09,,,"2% LOSS","ROCKY MOUNTAIN BROADCASTING COMPANY"
"HELENA","HELENA","MT","NBC","KTVH",5290,12,12,1/15/09,,,,"BEARTOOTH COMMUNICATIONS COMPANY"
"HONOLULU","HILO","HI","CBS","KGMD-TV",36914,9,9,1/15/09,,,,"HITV LICENSE SUBSIDIARY, INC."
"HONOLULU","HILO","HI","FOX","KHAW-TV",4146,11,11,1/15/09,,,,"NVT HAWAII LICENSEE, LLC"
"HONOLULU","HILO","HI","NBC","KHBC-TV",34846,2,22,1/15/09,,,"2% LOSS","KHNL/KFVE LICENSE SUBSIDIARY, LLC"
"HONOLULU","HILO","HI","ABC","KHVO",64544,13,13,1/15/09,,,,"HEARST-ARGYLE STATIONS, INC."
"HONOLULU","HILO","HI","IND","KWHH",37103,14,23,1/15/09,,,,"LESEA BROADCASTING OF HAWAII, INC."
"HONOLULU","HONOLULU","HI","TBN","KAAH-TV",3246,26,27,1/15/09,,,,"TRINITY BROADCASTING NETWORK"
"HONOLULU","HONOLULU","HI","IND","KALO",51241,38,38,1/15/09,,,,"PACIFICA BROADCASTING COMPANY"
"HONOLULU","HONOLULU","HI","NBC","KBFD-DT",65395,32,33,1/15/09,,,,"THE ALLEN BROADCASTING CORP."
"HONOLULU","HONOLULU","HI","MYTV","KFVE",34445,5,23,1/15/09,,,"2% LOSS","KHNL/KFVE LICENSE SUBSIDIARY, LLC"
"HONOLULU","Honolulu","HI","CBS","KGMB",36917,9,22,1/15/09,,,"2% LOSS","HITV LICENSE SUBSIDIARY, INC."
"HONOLULU","HONOLULU","HI","PBS","KHET ",26431,11,11,1/15/09,,," ","HAWAII PUBLIC TELEVISION FOUNDATION"
"HONOLULU","HONOLULU","HI","NBC","KHNL",34867,13,35,1/15/09,,,"2% LOSS","KHNL/KFVE LICENSE SUBSIDIARY, LLC"
"HONOLULU","HONOLULU","HI","FOX","KHON-TV",4144,2,8,1/15/09,,,"2% LOSS","NVT HAWAII LICENSEE, LLC"
"HONOLULU","HONOLULU","HI","IND","KIKU",34527,20,19,1/15/09,,,,"KHLS, INC."
"HONOLULU","HONOLULU","HI","ABC","KITV",64548,4,40,1/15/09,,,"2% LOSS","HEARST-ARGYLE STATIONS, INC."
"HONOLULU","HONOLULU","HI","IND","KWBN",27425,44,43,1/15/09,,,,"HO'ONA'AUAO COMMUNITY TV, INC."
"HONOLULU","HONOLULU","HI","IND","KWHE",36846,14,31,1/15/09,,,,"LESEA BROADCASTING OF HAWAII, INC."
"HONOLULU","KAILUA","HI","IND","KKAI",83180,50,50,1/15/09,,,"2% LOSS","KAILUA TELEVISION, LLC"
"HONOLULU","KAILUA KONA","HI","ION","KLEI",664,6,25,1/15/09,,,"2% LOSS","OCEANIA CHRISTIAN CHURCH"
"HONOLULU","KANEOHE","HI","ION","KPXO-TV",77483,66,41,1/15/09,,,"2% LOSS","ION MEDIA HAWAII LICENSE, INC."
"HONOLULU","WAILUKU","HI","FOX","KAII-TV",4145,7,7,1/15/09,,,"2% LOSS","NVT HAWAII LICENSEE, LLC"
"HONOLULU","WAILUKU","HI","CBS","KGMV",36920,3,24,1/15/09,,,"2% LOSS","HITV LICENSE SUBSIDIARY, INC."
"HONOLULU","WAILUKU","HI","ABC","KMAU",64551,12,12,1/15/09,,,,"HEARST-ARGYLE STATIONS, INC."
"HONOLULU","WAILUKU","HI","PBS","KMEB",26428,10,10,1/15/09,,,"2% LOSS","HAWAII PUBLIC TELEVISION FOUNDATION"
"HONOLULU","WAILUKU","HI","NBC","KOGG",34859,15,16,1/15/09,,,"2% LOSS","KHNL/KFVE LICENSE SUBSIDIARY, LLC"
"HONOLULU","WAILUKU","HI","IND","KWHM",37105,21,21,1/15/09,,,,"LESEA BROADCASTING OF HAWAII, INC."
"HONOLULU","WAIMANALO","HI","IND","KUPU",89714,56,15,1/15/09,,,,"OCEANIA CHRISTIAN CHURCH"
"HOUSTON","ALVIN","TX","TELEFUTURA","KFTH-TV",60537,67,36,6/12/09,,,,"TELEFUTURA HOUSTON LLC"
"HOUSTON","BAYTOWN","TX","TUVISION","KAZH",70492,57,41,6/12/09,,,,"KAZH LICENSE, LLC"
"HOUSTON","CONROE","TX","ION","KPXB-TV",58835,49,32,6/12/09,,,,"ION MEDIA HOUSTON LICENSE, INC."
"HOUSTON","CONROE","TX","IND","KTBU",28324,55,42,6/12/09,,,"2% LOSS","HUMANITY INTERESTED MEDIA, L.P."
"HOUSTON","GALVESTON","TX","IND","KLTJ",24436,22,23,6/12/09,,," ","COMMUNITY TELEVISION EDUCATORS OF TEXAS, INC."
"HOUSTON","GALVESTON","TX","TELEMUNDO","KTMD",64984,47,48,6/12/09,,,,"NBC TELEMUNDO LICENSE CO."
"HOUSTON","HOUSTON","TX","TBN","KETH-TV",12895,14,24,4/16/09,,,,"COMMUNITY EDUCATIONAL TELEVISION, INC."
"HOUSTON","HOUSTON","TX","CBS","KHOU",34529,11,11,6/12/09,,,,"KHOU-TV, INC."
"HOUSTON","HOUSTON","TX","CW","KIAH",23394,39,38,6/12/09,,,,"KIAH INC."
"HOUSTON","HOUSTON","TX","NBC","KPRC-TV",53117,2,35,6/12/09,,"S",,"POST-NEWSWEEK STATIONS, HOUSTON, INC."
"HOUSTON","HOUSTON","TX","FOX","KRIV",22204,26,26,6/12/09,,,"PHASED TRAN","FOX TELEVISION STATIONS, INC."
"HOUSTON","HOUSTON","TX","ABC","KTRK-TV",35675,13,13,6/12/09,,,,"KTRK TELEVISION, INC."
"HOUSTON","HOUSTON","TX","MYTV","KTXH",51569,20,19,6/12/09,,,,"FOX TELEVISION STATIONS, INC."
"HOUSTON","HOUSTON","TX","PBS","KUHT",69269,8,8,6/12/09,,,,"UNIVERSITY OF HOUSTON SYSTEM"
"HOUSTON","HOUSTON","TX","IND","KZJL",69531,61,44,6/12/09,,,,"KZJL LICENSE LLC"
"HOUSTON","KATY","TX","IND","KNWS-TV",31870,51,47,6/12/09,,,"2% LOSS/PHSD TRAN","JOHNSON BROADCASTING, INC."
"HOUSTON","ROSENBERG","TX","UNIVISION","KXLN-TV",53847,45,45,6/12/09,,,,"KXLN LICENSE PARTNERSHIP, L.P."
"HUNTSVILLE-DECATUR (FLOR)","FLORENCE","AL","PBS","WFIQ",715,36,22,2/17/09,,,,"ALABAMA EDUCATIONAL TELEVISION COMMISSION"
"HUNTSVILLE-DECATUR (FLOR)","FLORENCE","AL","CW","WHDF",65128,15,14,6/12/09,,,,"HUNTSVILLE TV, L.L.C."
"HUNTSVILLE-DECATUR (FLOR)","HUNTSVILLE","AL","ABC","WAAY-TV",57292,31,32,2/17/09,,,,"WAAY-TV LICENSE LLC"
"HUNTSVILLE-DECATUR (FLOR)","HUNTSVILLE","AL","NBC","WAFF",591,48,48,6/12/09,,,,"WAFF LICENSE SUBSIDIARY, LLC"
"HUNTSVILLE-DECATUR (FLOR)","HUNTSVILLE","AL","PBS","WHIQ",713,25,24,2/17/09,,,,"ALABAMA EDUCATIONAL TELEVISION COMMISSION"
"HUNTSVILLE-DECATUR (FLOR)","HUNTSVILLE","AL","CBS","WHNT-TV",48693,19,46,6/12/09,,,"EXT-OPER","LOCAL TV ALABAMA LICENSE, LLC"
"HUNTSVILLE-DECATUR (FLOR)","HUNTSVILLE","AL","FOX","WZDX",28119,54,41,6/12/09,,,,"HUNTSVILLE TELEVISION ACQUISITION LICENSING LLC"
"IDAHO FALLS-POCATELLO","IDAHO FALLS","ID","CBS","KIDK",56028,3,36,6/12/09,,,"2% LOSS","FISHER BROADCASTING - S.E. IDAHO TV, L.L.C."
"IDAHO FALLS-POCATELLO","IDAHO FALLS","ID","ABC","KIFI-TV",66258,8,8,6/12/09,,,,"NPG OF IDAHO, INC."
"IDAHO FALLS-POCATELLO","JACKSON","WY","AMER1","KBEO",35103,11,11,6/12/09,,,,"POCATELLO CHANNEL 15, L.L.C."
"IDAHO FALLS-POCATELLO","JACKSON","WY","NBC","KJWY",1283,2,2,6/12/09,,,,"TWO OCEAN BROADCASTING COMPANY"
"IDAHO FALLS-POCATELLO","POCATELLO","ID","FOX","KFXP",78910,31,31,"Before 2/17/09",,,,"COMPASS COMMUNICATIONS OF IDAHO, INC."
"IDAHO FALLS-POCATELLO","POCATELLO","ID","PBS","KISU-TV",62430,10,17,6/12/09,,,,"STATE BOARD OF EDUCATION, STATE OF IDAHO"
"IDAHO FALLS-POCATELLO","POCATELLO","ID","CW/AMER1","KPIF",86205,15,15,6/12/09,,,,"POCATELLO CHANNEL 15, L.L.C."
"IDAHO FALLS-POCATELLO","POCATELLO","ID","NBC","KPVI",1270,6,23,6/12/09,,,"2% LOSS","OREGON TRAIL BROADCASTING COMPANY"
"INDIANAPOLIS","BLOOMINGTON","IN","TBN","WCLJ-TV",68007,42,42,2/17/09,,,,"TRINITY BROADCASTING OF INDIANA, INC."
"INDIANAPOLIS","BLOOMINGTON","IN","ION","WIPX-TV",10253,63,27,6/12/09,,,,"ION MEDIA INDIANAPOLIS LICENSE, INC."
"INDIANAPOLIS","BLOOMINGTON","IN","PBS","WTIU",66536,30,14,6/12/09,,,,"THE TRUSTEES OF INDIANA UNIVERSITY"
"INDIANAPOLIS","BLOOMINGTON","IN","CW","WTTV",56523,4,48,6/12/09,,"S","2% LOSS","TRIBUNE BROADCAST HOLDINGS, INC."
"INDIANAPOLIS","INDIANAPOLIS","IN","IND","WDTI",7908,69,44,"DIGITAL ONLY",,,,"INDIANAPOLIS COMMUNITY TELEVISION, INC."
"INDIANAPOLIS","INDIANAPOLIS","IN","PBS","WFYI",41397,20,21,6/12/09,,,,"METROPOLITAN INDIANAPOLIS PUBLIC BROADCASTING, INC."
"INDIANAPOLIS","INDIANAPOLIS","IN","IND","WHMB-TV",37102,40,20,"Before 2/17/09",,,"PHASED TRAN","LESEA BROADCASTING OF INDIANAPOLIS, INC."
"INDIANAPOLIS","INDIANAPOLIS","IN","CBS","WISH-TV",39269,8,9,6/12/09,,,,"INDIANA BROADCASTING, LLC"
"INDIANAPOLIS","INDIANAPOLIS","IN","ABC","WRTV",40877,6,25,6/12/09,,,,"MCGRAW-HILL BROADCASTING COMPANY, INC."
"INDIANAPOLIS","INDIANAPOLIS","IN","NBC","WTHR",70162,13,13,6/12/09,,,,"VIDEOINDIANA, INC."
"INDIANAPOLIS","INDIANAPOLIS","IN","FOX","WXIN",146,59,45,6/12/09,,,,"TRIBUNE TELEVISION COMPANY"
"INDIANAPOLIS","KOKOMO","IN","CW","WTTK",56526,29,29,6/12/09,,,"2% LOSS/PHSD TRAN","TRIBUNE BROADCAST HOLDINGS, INC."
"INDIANAPOLIS","MARION","IN","MYTV","WNDY-TV",28462,23,32,6/12/09,,,,"INDIANA BROADCASTING, LLC"
"INDIANAPOLIS","MUNCIE","IN","PBS","WIPB",3646,49,23,2/17/09,,,,"BALL STATE UNIVERSITY"
"JACKSON MS","BUDE","MS","PBS","WMAU-TV",43184,17,18,2/17/09,,,,"MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV"
"JACKSON MS","JACKSON","MS","ABC","WAPT",49712,16,21,6/12/09,,"S",,"WAPT HEARST-ARGYLE TV, INC. (CA CORP.)"
"JACKSON MS","JACKSON","MS","FOX","WDBD",71326,40,40,5/4/09,,"C",,"JACKSON TELEVISION, L.L.C."
"JACKSON MS","JACKSON","MS","CBS","WJTV",48667,12,12,6/12/09,,,,"MEDIA GENERAL COMMUNICATIONS HOLDINGS, LLC"
"JACKSON MS","JACKSON","MS","NBC","WLBT",68542,3,7,6/12/09,,,"2% LOSS","WLBT LICENSE SUBSIDIARY, LLC"
"JACKSON MS","JACKSON","MS","PBS","WMPN-TV",43168,29,20,2/17/09,,,,"MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV"
"JACKSON MS","MAGEE","MS","CW","WRBJ",136749,34,34,2/17/09,,,,"ROBERTS BROADCASTING COMPANY OF JACKSON, MS, LLC"
"JACKSON MS","VICKSBURG","MS","MYTV","WUFX",84253,35,41,5/5/09,,,"PHSD TRAN","MISSISSIPPI TELEVISION, LLC"
"JACKSON TN","JACKSON","TN","ABC","WBBJ-TV",65204,7,43,6/12/09,,,,"TENNESSEE BROADCASTING PARTNERS"
"JACKSON TN","JACKSON","TN","FOX","WJKT",68519,16,39,6/12/09,,,,"NEWPORT TELEVISION LICENSE LLC"
"JACKSON TN","LEXINGTON","TN","PBS","WLJT",71645,11,47,2/17/09,,,"2% LOSS","WEST TENNESSEE PUBLIC TV COUNCIL, INC"
"JACKSONVILLE","BRUNSWICK","GA","ION","WPXC-TV",71236,21,24,6/12/09,,,"2% LOSS","ION MEDIA BRUNSWICK LICENSE, INC."
"JACKSONVILLE","JACKSONVILLE","FL","FOX","WAWS",11909,30,32,6/12/09,,,,"NEWPORT TELEVISION LICENSE LLC"
"JACKSONVILLE","JACKSONVILLE","FL","CW","WCWJ",29712,17,34,6/12/09,,,,"MEDIA GENERAL COMMUNICATIONS HOLDINGS, LLC"
"JACKSONVILLE","JACKSONVILLE","FL","PBS","WJCT",73130,7,7,4/6/09,,,,"WJCT, INC."
"JACKSONVILLE","JACKSONVILLE","FL","TBN","WJEB-TV",29719,59,44,4/16/09,,,,"JACKSONVILLE EDUCATORS BROADCASTING, INC."
"JACKSONVILLE","JACKSONVILLE","FL","IND","WJXT",53116,4,42,6/12/09,,,"2% LOSS","POST-NEWSWEEK STATIONS, FLORIDA, INC."
"JACKSONVILLE","JACKSONVILLE","FL","CBS","WTEV-TV",35576,47,19,6/12/09,,,,"HIGH PLAINS BROADCASTING LICENSE COMPANY LLC"
"JACKSONVILLE","JACKSONVILLE","FL","NBC","WTLV",65046,12,13,6/12/09,,"S",,"MULTIMEDIA HOLDINGS CORPORATION"
"JACKSONVILLE","ORANGE PARK","FL","ABC","WJXX",11893,25,10,6/12/09,,,"2% LOSS","GANNETT RIVER STATES PUBLISHING CORPORATION"
"JACKSONVILLE","WAYCROSS","GA","PBS","WXGA-TV",23929,8,8,2/17/09,,,"2% LOSS","GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION"
"JOHNSTOWN-ALTOONA-ST COLL","ALTOONA","PA","ABC","WATM-TV",20287,23,24,2/17/09,,,,"PALM TELEVISION, L.P."
"JOHNSTOWN-ALTOONA-ST COLL","ALTOONA","PA","IND","WKBS-TV",13929,47,46,4/17/09,,,,"CORNERSTONE TELEVISION, INC."
"JOHNSTOWN-ALTOONA-ST COLL","ALTOONA","PA","CBS","WTAJ-TV",23341,10,32,6/12/09,,,,"NEXSTAR BROADCASTING, INC."
"JOHNSTOWN-ALTOONA-ST COLL","CLEARFIELD","PA","PBS","WPSU-TV",66219,3,15,4/22/09,,,"2% LOSS","THE PENNSYLVANIA STATE UNIVERSITY"
"JOHNSTOWN-ALTOONA-ST COLL","JOHNSTOWN","PA","NBC","WJAC-TV",73120,6,34,6/12/09,,,"2% LOSS","WPXI, INC."
"JOHNSTOWN-ALTOONA-ST COLL","JOHNSTOWN","PA","FOX","WWCP-TV",20295,8,8,2/17/09,,,,"PEAK MEDIA OF PA LICENSEE LLC"
"JONESBORO","JONESBORO","AR","ABC","KAIT",13988,8,8,6/12/09,,,,"KAIT LICENSE SUBSIDIARY, LLC"
"JONESBORO","JONESBORO","AR","PBS","KTEJ",2769,19,20,2/17/09,,,,"ARKANSAS EDUCATIONAL TELEVISION COMMISSION"
"JONESBORO","JONESBORO","AR","IND","KVTJ",2784,48,48,2/17/09,,,,"AGAPE CHURCH, INC."
"JOPLIN-PITTSBURG","JOPLIN","MO","ABC","KODE-TV",18283,12,43,6/12/09,,,"2% LOSS","MISSION BROADCASTING, INC."
"JOPLIN-PITTSBURG","JOPLIN","MO","PBS","KOZJ",51101,26,25,3/31/09,,,,"BOARD OF GOVERNORS OF MISSOURI STATE UNIVERSITY"
"JOPLIN-PITTSBURG","JOPLIN","MO","NBC","KSNF",67766,16,46,4/16/09,,"C","EXT-DARK","NEXSTAR BROADCASTING, INC."
"JOPLIN-PITTSBURG","PITTSBURG","KS","FOX","KFJX",83992,14,13,6/12/09,,," ","SURTSEY MEDIA, LLC"
"JOPLIN-PITTSBURG","PITTSBURG","KS","CBS","KOAM-TV",58552,7,7,2/17/09,,,,"SAGA QUAD STATES COMMUNICATIONS, LLC"
"JUNEAU","JUNEAU","AK","ABC","KJUD",13814,8,11,6/12/09,,,,"SMITH MEDIA LICENSE HOLDINGS, LLC"
"JUNEAU","JUNEAU","AK","PBS","KTOO-TV",8651,3,10,6/12/09,,,"2% LOSS","CAPITAL COMMUNITY BROADCASTING, INC."
"JUNEAU","KETCHIKAN","AK","CBS","KUBD",60520,4,13,6/12/09,,,,"KETCHIKAN TV, LLC"
"JUNEAU","SITKA","AK","CBS","KTNL-TV",60519,13,7,6/12/09,,,"2% LOSS/PHSD TRAN","KETCHIKAN TV, LLC"
"KANSAS CITY","KANSAS CITY","MO","PBS","KCPT",53843,19,18,6/12/09,,,,"PUBLIC TELEVISION 19, INC."
"KANSAS CITY","KANSAS CITY","MO","CBS","KCTV",41230,5,24,6/12/09,,,,"MEREDITH CORPORATION"
"KANSAS CITY","KANSAS CITY","MO","CW","KCWE",64444,29,31,"Before 2/17/09",,,,"KCWE-TV COMPANY"
"KANSAS CITY","KANSAS CITY","MO","ABC","KMBC-TV",65686,9,29,6/12/09,,"S",,"KMBC HEARST-ARGYLE TELEVISION, INC."
"KANSAS CITY","KANSAS CITY","MO","ION","KPXE-TV",33337,50,51,6/12/09,,,,"ION MEDIA KANSAS CITY LICENSE, INC."
"KANSAS CITY","KANSAS CITY","MO","NBC","KSHB-TV",59444,41,42,6/12/09,,,,"SCRIPPS HOWARD BROADCASTING COMPANY"
"KANSAS CITY","KANSAS CITY","MO","MYTV","KSMO-TV",33336,62,47,6/12/09,,,,"MEREDITH CORPORATION"
"KANSAS CITY","KANSAS CITY","MO","FOX","WDAF-TV",11291,4,34,6/12/09,,,,"WDAF LICENSE, INC."
"KANSAS CITY","LAWRENCE","KS","IND","KMCI",42636,38,41,6/12/09,,,"2% LOSS","SCRIPPS HOWARD BROADCASTING COMPANY"
"KNOXVILLE","CROSSVILLE","TN","CW","WBXX-TV",72971,20,20,6/12/09,,,"2% LOSS","ACME TELEVISION LICENSES OF TENNESSEE, LLC"
"KNOXVILLE","HARLAN","KY","IND","WAGV",37809,44,51,"Before 2/17/09",,,,"LIVING FAITH MINISTRIES, INC."
"KNOXVILLE","JELLICO","TN","ION","WPXK-TV",52628,54,23,6/12/09,,,"2% LOSS","ION MEDIA  KNOXVILLE LICENSE, INC."
"KNOXVILLE","KNOXVILLE","TN","ABC","WATE-TV",71082,6,26,6/12/09,,,"2% LOSS","WATE, G.P."
"KNOXVILLE","KNOXVILLE","TN","NBC","WBIR-TV",46984,10,10,6/12/09,,,,"GANNETT PACIFIC CORPORATION"
